League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-05-17,00:00:00,Monterrey,Cruz Azul,2.12,2.18,3.7,3.9,3.55,3.65,1.98,2.04,1.96,2.04,1.75,1.93,2.08,2.34,10.5,17.0,10.5,17.5,19.5,32.0,4.9,85.0,8.8,11.5,7.2,8.4,11.0,18.5,5.0,55.0,10.0,16.5,9.4,13.5,13.0,22.0,4.8,65.0,19.0,34.0,16.0,27.0,5.0,44.0,4.9,110.0,4.0,18.5,4.6,48.0,5.1,1000.0,33270820,328949.0,328204.0,58805.0,1.228909837,1.228909882,1.228909921,1.228909846
Chinese Super League,2024-05-17,08:00:00,Zhejiang Greentown,Nantong Zhiyun F.C,1.4,1.48,7.2,9.0,5.0,5.9,2.52,2.82,1.55,1.65,1.8,1.92,2.08,2.26,19.0,26.0,6.2,34.0,7.0,75.0,7.4,250.0,9.4,11.5,11.0,14.0,6.2,32.0,7.2,100.0,9.0,11.5,8.8,11.0,5.9,25.0,7.0,90.0,11.5,14.5,12.0,15.5,6.2,32.0,7.2,110.0,3.3,5.8,7.2,100.0,7.6,1000.0,33269492,23257633.0,13107045.0,58805.0,1.228893610,1.228893620,1.228893609,1.228893619
Chinese Super League,2024-05-17,08:35:00,Cangzhou Mighty Lions,Tianjin Jinmen Tiger FC,4.0,4.5,1.84,2.0,3.95,4.4,2.22,2.52,1.66,1.82,1.66,1.77,2.3,2.52,14.5,24.0,10.0,14.0,11.0,15.5,4.0,25.0,14.0,24.0,8.4,10.0,9.0,12.5,3.9,22.0,4.2,42.0,14.5,21.0,13.5,21.0,4.2,36.0,4.5,100.0,4.3,55.0,4.4,60.0,4.5,95.0,4.3,46.0,3.4,12.5,4.7,1000.0,33267533,50443413.0,50443178.0,58805.0,1.228851101,1.228851111,1.228851100,1.228851110
Chinese Super League,2024-05-17,08:35:00,Meizhou Hakka,Chengdu Rongcheng,4.9,5.6,1.71,1.84,3.85,4.4,2.0,2.18,1.86,2.0,1.76,2.02,1.99,2.32,13.0,17.5,8.2,9.8,9.0,12.0,15.0,20.0,15.5,21.0,8.0,9.8,8.8,11.5,14.5,19.5,6.4,44.0,16.0,22.0,16.0,22.0,6.2,38.0,7.2,1000.0,6.8,70.0,6.8,75.0,7.0,1000.0,2.6,75.0,4.5,11.0,7.4,1000.0,33269564,11079690.0,50443280.0,58805.0,1.228893394,1.228893404,1.228893393,1.228893403
Chinese Super League,2024-05-17,08:35:00,Henan Songshan Longmen,Wuhan Three Towns,2.06,2.5,3.15,4.0,3.55,4.2,2.04,2.44,1.7,1.97,1.62,1.85,2.18,2.62,12.5,21.0,11.5,19.5,19.0,32.0,4.1,75.0,9.6,14.0,7.4,11.0,11.0,18.0,3.95,46.0,12.0,18.0,9.0,13.5,3.55,21.0,4.0,55.0,21.0,34.0,15.5,26.0,3.9,40.0,4.1,100.0,3.4,16.5,3.85,38.0,4.3,1000.0,33265380,50443412.0,23228754.0,58805.0,1.228809400,1.228809410,1.228809399,1.228809409
Chinese Super League,2024-05-17,09:00:00,Changchun Yatai,Beijing Guoan,4.4,5.1,1.81,1.94,3.8,4.4,2.08,2.3,1.78,1.93,1.74,1.88,2.12,2.36,13.0,18.5,9.0,11.5,10.0,13.0,16.5,23.0,14.5,20.0,8.0,10.5,9.0,11.5,15.0,21.0,5.4,40.0,14.5,20.0,4.8,21.0,5.4,36.0,6.0,1000.0,5.7,60.0,5.8,65.0,6.0,1000.0,2.46,60.0,4.1,12.0,2.94,1000.0,33265442,2899297.0,2955487.0,58805.0,1.228809292,1.228809302,1.228809291,1.228809301
Bulgarian A League,2024-05-17,09:15:00,Pirin Blagoevgrad,Etar,1.38,1.45,8.6,14.5,4.4,5.5,1.7,1.95,2.04,2.44,2.44,2.96,1.51,1.7,10.0,15.0,4.2,32.0,4.7,1000.0,4.9,1000.0,5.2,6.6,3.65,14.0,4.5,55.0,4.8,1000.0,5.4,8.2,3.6,13.5,4.5,55.0,4.8,1000.0,8.6,13.5,4.0,23.0,4.6,80.0,4.8,1000.0,3.35,10.5,2.8,1000.0,2.82,1000.0,33267860,2504333.0,5112597.0,58805.0,1.228858198,1.228858243,1.228858282,1.228858207
Turkish Super League,2024-05-17,11:00:00,Istanbulspor,Sivasspor,3.7,3.9,2.0,2.12,3.85,4.3,2.28,2.48,1.68,1.79,1.63,1.88,2.38,2.92,14.0,24.0,10.5,15.0,10.5,17.5,17.5,30.0,13.0,22.0,8.4,9.6,9.4,11.0,14.0,24.0,21.0,36.0,11.5,19.0,12.0,21.0,21.0,36.0,4.7,80.0,4.5,46.0,4.6,55.0,4.8,90.0,4.4,36.0,3.7,13.5,5.0,620.0,33268274,113186.0,508773.0,58805.0,1.228866152,1.228866164,1.228866151,1.228866163
Bulgarian A League,2024-05-17,11:45:00,Lokomotiv Sofia,Botev Vratsa,2.28,2.52,3.35,3.8,3.1,3.5,1.65,1.79,2.26,2.54,1.96,2.14,1.89,2.04,4.2,11.5,9.8,12.5,5.3,26.0,6.2,75.0,7.6,9.4,6.2,8.2,4.8,17.0,6.0,55.0,10.5,15.5,9.6,13.0,5.2,23.0,6.2,75.0,5.6,36.0,5.6,34.0,6.0,60.0,6.4,1000.0,5.4,29.0,6.0,65.0,6.6,1000.0,33267861,1255223.0,5618938.0,58805.0,1.228858090,1.228858135,1.228858174,1.228858099
Finnish Veikkausliiga,2024-05-17,12:00:00,AC Oulu,IFK Mariehamn,1.96,2.04,4.0,4.5,3.7,3.85,1.84,1.9,2.12,2.2,1.87,2.0,2.0,2.16,10.5,15.5,12.0,17.5,4.5,36.0,4.9,110.0,7.8,9.4,7.2,8.8,14.0,21.0,4.8,70.0,9.8,14.0,9.2,13.0,16.0,25.0,4.8,80.0,19.0,28.0,17.5,27.0,4.7,50.0,5.0,150.0,4.0,18.5,4.8,75.0,5.2,1000.0,33268197,396699.0,1099216.0,58805.0,1.228864634,1.228864679,1.228864718,1.228864643
