League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2024-02-14,11:00:00,12,Al Mokawloon,ENPPI,3.6,1.83,3.4,2.75,3.0,2.4,1.5,2.57,1.05,7.1,1.41,2.6,2.3,1.55,2.1,1.67,1.48,1.32,1.37,0.4,1.5,1.19,1.55,2.74,1.8,8.3,2.26,1.28,3.18,1.59,2.28,1.99,1.81,2.54,1.49,3.48,1.24
Egypt Egyptian Premier League,2024-02-14,11:00:00,12,Al Ittihad,El Geish,3.5,1.91,3.4,2.5,2.9,2.7,1.5,2.58,1.05,7.1,1.41,2.6,2.3,1.55,2.1,1.67,1.39,1.32,1.46,2.0,1.33,1.45,1.46,2.91,1.88,8.3,2.15,1.32,2.98,1.65,2.22,2.06,1.75,2.67,1.39,3.65,1.22
Czech Republic First League,2024-02-14,13:00:00,18,Karviná,Pardubice,2.8,2.34,3.77,2.05,3.2,3.25,1.33,3.25,1.05,9.0,1.22,4.0,1.83,1.8,1.62,2.2,1.34,1.29,1.69,1.11,1.11,1.63,1.18,2.81,1.91,8.0,2.2,1.17,4.7,1.33,3.1,1.6,2.3,2.0,1.8,2.36,1.57
Czech Republic First League,2024-02-14,14:00:00,17,Zlín,Slavia Praha,7.0,2.8,1.6,12.0,5.5,1.22,1.22,4.0,1.02,13.0,1.12,5.5,1.53,2.2,1.8,1.91,3.75,1.08,1.01,1.13,2.56,1.36,1.92,3.28,5.17,11.0,1.21,1.16,4.8,1.3,3.08,1.59,2.34,2.0,1.8,2.35,1.58
Egypt Egyptian Premier League,2024-02-14,14:00:00,12,Masr,Pyramids FC,4.0,1.95,2.88,3.3,3.0,2.1,1.5,2.37,1.08,7.25,1.43,2.6,2.35,1.57,2.1,1.67,1.46,1.33,1.46,2.0,2.0,2.39,1.55,3.94,2.0,8.1,2.02,1.35,2.84,1.64,2.07,2.09,1.63,2.79,1.36,3.7,1.24
Italy Serie A,2024-02-14,15:00:00,21,Bologna,Fiorentina,3.1,2.05,3.75,2.3,3.1,3.2,1.5,2.5,1.09,9.2,1.42,2.9,2.2,1.61,1.95,1.8,1.3,1.37,1.6,2.42,1.27,1.41,1.38,2.79,2.02,7.0,2.06,1.49,2.35,1.87,1.82,2.4,1.47,3.25,1.26,4.5,1.15
Scotland Premiership,2024-02-14,16:45:00,20,Aberdeen,Motherwell,2.3,2.3,4.75,1.91,3.5,4.0,1.33,3.25,1.03,13.0,1.22,4.0,1.91,1.83,1.75,2.0,1.22,1.25,2.0,1.18,0.82,1.27,1.14,2.41,1.59,8.5,2.78,1.18,4.5,1.3,3.3,1.54,2.38,1.95,1.85,2.5,1.49
Scotland Premiership,2024-02-14,16:45:00,20,Rangers,Ross County,1.57,3.0,10.0,1.1,9.5,29.0,1.22,4.0,1.01,17.5,1.12,6.0,1.4,2.75,2.05,1.7,1.03,1.09,4.8,2.5,0.67,2.22,1.11,3.33,1.08,15.0,9.3,1.15,5.4,1.24,3.8,1.43,2.7,1.74,2.02,2.23,1.62
England Championship,2024-02-14,16:45:00,32,Huddersfield Town,Sunderland,3.9,2.05,2.65,4.0,3.4,1.95,1.41,2.65,1.02,8.5,1.29,3.15,1.95,1.8,1.82,1.87,1.73,1.3,1.29,1.2,1.13,1.32,1.56,2.88,3.07,8.5,1.51,1.18,4.5,1.34,3.1,1.61,2.23,2.02,1.74,2.7,1.44
England Championship,2024-02-14,16:45:00,32,Plymouth Argyle,Coventry City,4.37,2.55,2.39,3.9,3.8,1.85,1.28,3.4,1.03,12.0,1.14,4.7,1.57,2.3,1.55,2.25,1.97,1.25,1.16,1.93,1.2,1.65,1.42,3.07,2.53,8.5,1.69,1.13,5.8,1.22,4.0,1.4,2.8,1.68,2.1,2.12,1.67
England Championship,2024-02-14,16:45:00,32,Preston North End,Middlesbrough,4.0,2.1,2.88,3.8,3.4,2.0,1.4,2.75,1.06,10.0,1.33,3.3,1.95,1.8,1.8,1.91,1.73,1.32,1.31,1.73,1.43,1.17,1.48,2.65,2.78,8.5,1.59,1.18,4.5,1.34,3.1,1.61,2.23,2.02,1.74,2.7,1.43
England Championship,2024-02-14,16:45:00,32,Stoke City,Queens Park Rangers,2.75,2.1,4.33,2.05,3.25,3.8,1.44,2.63,1.08,9.5,1.4,3.0,2.1,1.67,1.83,1.83,1.28,1.32,1.78,1.07,1.0,1.33,0.99,2.32,1.64,8.5,2.66,1.14,4.65,1.3,3.3,1.55,2.38,2.0,1.8,2.5,1.49
England Championship,2024-02-14,17:00:00,32,Millwall,Ipswich Town,4.0,2.1,2.75,3.6,3.3,2.1,1.44,2.63,1.07,8.25,1.36,3.2,2.05,1.7,1.83,1.83,1.75,1.3,1.29,1.07,1.73,1.47,1.34,2.81,2.2,8.0,1.91,1.22,4.0,1.42,2.75,1.74,2.02,2.23,1.61,3.0,1.35
