League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League Two,2024-11-16,12:00:00,16,Morecambe,Port Vale,4.75,2.2,2.5,4.4,3.5,1.83,1.4,2.75,1.06,8.5,1.3,3.4,1.91,1.83,1.8,1.91,1.95,1.25,1.2,0.43,2.0,1.39,1.25,2.64,2.76,8.5,1.64,0.0,0.0,1.33,3.05,1.56,2.26,1.92,1.79,2.44,1.49
England EFL League Two,2024-11-16,12:00:00,16,Accrington Stanley,Swindon Town,3.2,2.2,3.25,2.75,3.3,2.6,1.4,2.75,1.05,9.5,1.28,3.55,1.85,1.85,1.67,2.1,1.45,1.25,1.5,1.43,0.88,1.27,1.05,2.32,1.95,8.0,2.1,0.0,0.0,1.36,2.88,1.62,2.16,1.99,1.72,2.55,1.45
England EFL League Two,2024-11-16,12:00:00,16,Walsall,Gillingham,2.45,2.05,4.5,1.8,3.5,4.4,1.42,2.62,1.07,8.0,1.36,3.1,2.0,1.7,1.85,1.8,1.2,1.25,1.95,2.29,1.14,1.48,0.99,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2024-11-16,12:00:00,16,Harrogate Town,Chesterfield,4.75,2.25,2.38,4.75,3.7,1.73,1.36,3.0,1.05,9.5,1.25,3.7,1.8,1.91,1.73,2.0,2.0,1.22,1.2,1.13,1.86,1.26,1.3,2.56,3.32,9.0,1.45,1.17,4.35,1.32,2.78,1.7,2.05,2.04,1.69,2.59,1.39
England EFL League One,2024-11-16,12:00:00,16,Birmingham City,Stevenage,1.91,2.25,6.5,1.42,4.33,7.5,1.38,2.8,1.05,9.5,1.3,3.35,1.95,1.83,2.1,1.62,1.08,1.17,2.75,2.43,0.71,1.67,1.05,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-11-16,12:00:00,16,Blackpool,Northampton Town,2.1,2.38,5.5,1.6,4.0,5.5,1.33,3.25,1.04,10.0,1.22,4.2,1.67,2.05,1.8,1.95,1.14,1.18,2.35,1.29,0.86,1.6,1.0,2.6,1.4,6.75,3.05,1.3,3.1,1.52,2.32,1.95,1.85,2.32,1.52,2.95,1.33
England EFL League One,2024-11-16,12:00:00,16,Bristol Rovers,Crawley Town,2.75,2.2,4.0,2.1,3.4,3.5,1.36,3.0,1.05,9.0,1.28,3.55,1.8,1.91,1.7,2.05,1.3,1.25,1.7,1.86,0.57,1.16,1.38,2.54,1.7,6.5,2.23,1.23,3.65,1.36,2.88,1.62,2.16,1.99,1.72,2.55,1.45
England EFL League One,2024-11-16,12:00:00,16,Cambridge United,Barnsley,4.33,2.25,2.5,3.9,3.6,1.91,1.36,3.0,1.05,9.5,1.25,3.8,1.7,2.05,1.67,2.1,1.85,1.22,1.25,1.17,2.14,1.32,1.15,2.47,2.33,6.4,1.65,1.25,3.58,1.45,2.55,1.75,1.96,2.21,1.59,2.9,1.36
England EFL League One,2024-11-16,12:00:00,16,Charlton Athletic,Peterborough United,2.63,2.38,3.5,2.08,3.35,2.76,1.29,3.5,1.02,17.0,1.18,4.83,1.56,2.3,1.5,2.5,1.35,1.22,1.67,1.71,1.0,1.37,1.19,2.56,1.77,6.4,2.12,1.24,3.55,1.43,2.55,1.71,2.0,2.1,1.64,2.65,1.41
England EFL League One,2024-11-16,12:00:00,16,Leyton Orient,Mansfield Town,2.7,2.05,3.8,2.1,3.35,3.35,1.4,2.75,1.06,8.5,1.3,3.35,1.95,1.83,1.73,1.95,1.3,1.25,1.67,1.14,2.0,1.43,1.17,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-11-16,12:00:00,16,Reading,Shrewsbury Town,2.2,2.25,4.5,1.67,3.85,4.75,1.33,3.1,1.04,10.0,1.22,4.0,1.7,2.1,1.67,2.05,1.17,1.2,2.15,2.57,0.5,1.32,1.12,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-11-16,12:00:00,16,Stockport County,Wrexham,3.0,2.2,3.5,2.38,3.3,3.0,1.4,2.75,1.05,9.5,1.28,3.55,1.83,1.85,1.75,2.0,1.4,1.25,1.6,1.75,1.29,1.58,1.07,2.65,1.78,6.5,2.08,1.27,3.38,1.49,2.44,1.82,1.88,2.32,1.54,3.05,1.33
England EFL League One,2024-11-16,12:00:00,16,Wycombe Wanderers,Huddersfield Town,2.65,2.1,3.75,2.1,3.4,3.3,1.38,2.8,1.05,9.0,1.28,3.65,1.83,1.95,1.65,2.05,1.3,1.25,1.67,2.5,1.14,1.45,1.26,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2024-11-16,12:00:00,16,Tranmere Rovers,Fleetwood Town,2.95,2.05,3.4,2.38,3.3,3.0,1.4,2.7,1.06,8.5,1.3,3.45,1.94,1.83,1.7,2.0,1.38,1.25,1.57,1.29,1.57,1.32,1.21,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain Segunda División,2024-11-16,12:15:00,15,CD Castellón,Mirandés,2.3,2.1,4.75,1.65,3.75,4.8,1.4,2.75,1.06,8.5,1.3,3.35,1.91,1.8,1.83,1.83,1.18,1.22,2.05,1.17,0.83,1.58,0.91,2.49,1.51,8.5,3.16,1.34,2.98,1.6,2.19,2.0,1.72,2.6,1.44,3.5,1.26
Spain Segunda División,2024-11-16,12:15:00,15,CD Eldense,Albacete Balompié,3.0,2.1,3.6,2.2,3.25,3.1,1.44,2.63,1.06,8.5,1.35,3.1,1.91,1.8,1.8,1.91,1.38,1.28,1.57,1.17,1.14,1.54,1.4,2.94,1.77,6.4,2.15,1.3,3.05,1.53,2.28,1.86,1.8,2.35,1.5,3.05,1.3
Spain Segunda División,2024-11-16,14:30:00,15,Racing Santander,Burgos CF,2.1,2.25,5.0,1.6,4.0,4.8,1.33,3.0,1.04,10.0,1.22,4.0,1.67,2.1,1.73,1.95,1.14,1.2,2.3,1.71,1.0,1.59,1.3,2.89,1.41,9.0,3.49,1.22,3.65,1.4,2.65,1.65,2.05,2.0,1.73,2.6,1.41
Spain Segunda División,2024-11-16,14:30:00,15,Levante UD,Elche CF,3.0,1.95,3.6,2.3,3.2,3.0,1.48,2.5,1.07,8.0,1.38,2.95,2.1,1.67,1.83,1.83,1.36,1.3,1.57,2.2,1.17,1.67,1.29,2.96,1.82,8.0,2.39,1.37,2.83,1.65,2.1,2.08,1.67,2.73,1.4,3.7,1.23
Brazil Serie B,2024-11-16,17:00:00,37,Novorizontino,Paysandu,2.05,2.1,7.5,1.48,4.0,6.5,1.45,2.55,1.07,8.0,1.4,2.9,2.15,1.67,2.38,1.53,1.1,1.2,2.45,1.94,0.89,1.54,1.23,2.77,1.59,9.0,2.82,1.25,3.58,1.45,2.55,1.83,1.96,2.21,1.59,2.9,1.36
Spain Segunda División,2024-11-16,17:00:00,15,Sporting Gijón,Granada CF,2.7,2.0,4.0,2.1,3.4,3.25,1.44,2.6,1.07,8.0,1.36,3.1,2.0,1.73,1.83,1.85,1.25,1.25,1.77,2.29,1.83,1.44,1.16,2.6,1.69,8.0,2.54,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.3
Paraguay Division Profesional,2024-11-16,18:00:00,20,Sportivo Luqueño,Sportivo Ameliano,3.25,1.91,4.0,2.45,3.0,3.1,1.55,2.38,1.11,6.0,1.5,2.4,2.6,1.48,2.1,1.67,1.37,1.36,1.44,1.41,1.29,1.34,1.42,2.76,2.14,6.25,2.04,1.34,2.98,1.6,2.19,1.95,1.77,2.6,1.44,3.5,1.26
Brazil Serie A,2024-11-16,18:30:00,19,Atlético PR,Atlético Mineiro,3.0,2.05,3.75,2.3,3.25,3.2,1.45,2.55,1.05,8.0,1.3,3.2,2.2,1.65,1.95,1.8,1.35,1.28,1.57,1.2,1.13,1.88,1.43,3.31,1.61,6.75,2.55,1.24,3.55,1.43,2.6,2.1,2.02,2.08,1.65,2.65,1.41
Brazil Serie B,2024-11-16,19:00:00,37,Amazonas,Goiás,5.0,2.05,2.6,4.33,3.3,1.85,1.5,2.4,1.08,7.5,1.42,2.8,2.25,1.62,2.0,1.73,1.77,1.28,1.25,2.0,1.0,1.46,1.13,2.59,2.05,6.55,2.15,1.18,4.5,1.36,2.88,2.0,2.16,1.99,1.72,2.55,1.45
Uruguay Primera División,2024-11-16,19:30:00,0,Nacional,Deportivo Maldonado,1.67,2.5,8.5,1.22,5.5,11.0,1.33,3.0,1.01,8.1,1.25,3.78,1.75,2.0,2.45,1.44,1.01,1.1,3.72,2.39,0.88,1.69,1.27,2.96,1.03,18.5,17.5,1.25,3.45,1.5,2.35,1.9,1.78,2.52,1.45,3.65,1.23
Paraguay Division Profesional,2024-11-16,20:30:00,20,Cerro Porteño,Guaraní,2.38,2.1,5.5,1.7,3.5,5.25,1.44,2.7,1.07,7.5,1.36,2.95,2.2,1.65,2.1,1.67,1.14,1.27,2.02,1.85,1.44,1.56,1.31,2.87,1.31,7.7,4.45,1.17,4.3,1.33,2.73,2.1,2.05,2.04,1.66,2.61,1.36
Brazil Serie B,2024-11-16,21:00:00,37,Vila Nova,Ituano,2.5,2.1,5.0,1.75,3.4,4.75,1.42,2.65,1.06,8.5,1.33,3.2,2.05,1.75,1.91,1.8,1.2,1.25,2.0,2.39,0.56,1.38,1.18,2.56,1.54,9.2,2.96,0.0,0.0,1.22,3.34,1.83,2.43,1.92,1.88,2.21,1.53
