League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Romania Liga I,2024-04-12,11:30:00,4,UTA Arad,Hermannstadt,3.05,1.9,3.9,2.38,3.05,3.15,1.55,2.3,1.09,7.5,1.45,2.55,2.48,1.52,2.05,1.7,1.35,1.35,1.55,1.88,0.63,1.49,1.3,2.79,1.88,8.3,2.21,1.36,2.79,1.82,1.98,2.18,1.67,2.84,1.35,3.86,1.22
Bulgaria First League,2024-04-12,11:45:00,29,Botev Plovdiv,Botev Vratsa,1.91,2.38,8.0,1.3,4.91,8.59,1.32,3.22,1.01,9.8,1.19,3.9,1.75,1.95,2.04,1.69,1.05,1.15,3.22,1.5,0.43,1.86,1.08,2.94,1.17,11.5,6.25,1.23,3.56,1.45,2.62,1.78,2.01,2.26,1.6,2.91,1.33
Croatia Prva HNL,2024-04-12,12:00:00,30,Rudeš,Slaven Koprivnica,4.25,2.15,2.45,3.6,3.2,1.82,1.38,2.85,1.05,11.5,1.27,3.5,1.85,1.85,1.72,2.0,1.82,1.27,1.23,0.43,0.86,1.32,1.25,2.57,2.65,8.0,1.69,1.37,2.85,1.73,1.99,2.23,1.58,3.05,1.33,3.6,1.25
Slovakia Super Liga,2024-04-12,12:30:00,5,Žilina,Ružomberok,2.38,2.35,4.52,1.78,3.61,4.08,1.33,3.25,1.01,10.25,1.22,3.65,1.81,1.94,1.68,2.13,1.24,1.25,1.9,2.15,1.17,1.99,1.27,3.26,1.51,9.2,2.99,1.26,3.45,1.46,2.52,1.82,1.88,2.33,1.53,3.14,1.31
Poland Ekstraklasa,2024-04-12,13:00:00,28,Warta Poznań,Korona Kielce,3.43,1.99,3.8,2.5,3.05,2.84,1.55,2.46,1.09,7.0,1.49,2.55,2.42,1.5,2.1,1.7,1.4,1.3,1.48,0.85,0.62,1.17,1.33,2.5,1.94,8.5,2.12,1.28,3.18,1.6,2.3,1.99,1.81,2.54,1.5,3.42,1.25
Austria 2. Liga,2024-04-12,13:10:00,23,Liefering,Grazer AK,3.0,2.25,3.0,2.6,3.6,2.55,1.3,3.25,1.02,10.0,1.2,4.0,1.67,2.15,1.57,2.25,1.53,1.29,1.5,1.45,2.55,1.52,1.51,3.03,2.0,7.4,2.13,0.0,0.0,1.34,2.88,2.2,2.1,2.04,1.69,2.67,1.39
Austria 2. Liga,2024-04-12,13:10:00,23,Kapfenberger SV,SV Stripfing Weiden,2.63,2.2,3.75,2.1,3.5,3.5,1.37,2.85,1.04,9.0,1.25,3.6,1.85,1.95,1.73,2.0,1.3,1.25,1.72,0.91,0.91,1.19,1.24,2.43,1.76,7.4,2.49,1.24,3.48,1.45,2.48,2.38,1.89,2.3,1.52,3.14,1.29
Austria 2. Liga,2024-04-12,13:10:00,23,St. Pölten,Admira,2.63,2.1,4.0,2.05,3.4,3.6,1.4,2.82,1.02,8.9,1.28,3.2,1.95,1.85,1.8,1.91,1.28,1.28,1.76,1.64,1.09,1.65,1.51,3.16,1.6,8.6,2.75,1.21,3.74,1.41,2.6,2.25,1.99,2.15,1.59,2.84,1.35
Austria 2. Liga,2024-04-12,13:10:00,23,Dornbirn,First Vienna,4.0,2.2,2.5,3.6,3.75,2.0,1.33,3.25,1.04,9.0,1.25,3.75,1.8,2.0,1.73,2.0,1.78,1.22,1.3,0.82,1.36,1.41,1.58,2.99,2.66,7.7,1.67,0.0,0.0,1.28,3.2,1.83,2.32,1.87,1.83,2.4,1.48
Germany 2. Bundesliga,2024-04-12,13:30:00,29,Greuther Fürth,Kaiserslautern,3.0,2.15,3.1,2.54,3.5,2.49,1.33,3.0,1.04,14.75,1.23,4.22,1.71,2.14,1.58,2.25,1.48,1.3,1.52,1.93,0.71,1.6,1.65,3.25,1.63,9.2,2.69,1.22,3.65,1.44,2.58,1.78,1.97,2.25,1.57,2.98,1.32
