Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
A7q9ABdq,27/10/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Atletico La Paz,APERTURA ,1.83,3.55,3.9,1.34,3.0,1.04,8.25,1.21,3.9,1.65,2.15,2.55,1.45,4.25,1.18,1.6,2.22,1.82,1.93,,,8.25,14.5,25.0,60.0,8.5,7.1,12.5,32.0,9.75,8.25,12.5,30.0,16.0,13.5,21.0,45.0,250.0
CGkUL9KD,27/10/2023,05:00,INDONESIA - LIGA 1,Persik Kediri,Persebaya,ROUND 17,2.52,3.3,2.57,1.32,3.1,1.01,11.6,1.22,3.45,1.65,1.98,2.52,1.4,3.7,1.19,1.53,2.2,,,,,12.0,10.75,15.0,30.0,9.75,6.6,9.5,19.0,14.0,9.5,11.5,23.0,29.0,19.5,25.0,45.0,250.0
xdtuBo0E,27/10/2023,05:45,AUSTRALIA - A-LEAGUE,Brisbane Roar,Sydney FC,ROUND 2,3.0,3.4,2.38,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.08,2.75,1.44,5.0,1.17,1.62,2.2,2.75,1.43,1.58,2.35,13.0,10.0,13.0,23.0,11.0,6.5,9.5,17.0,15.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,151.0
ShXaMZL7,27/10/2023,07:00,JAPAN - J1 LEAGUE,Nagoya Grampus,Sagan Tosu,ROUND 31,1.7,4.0,4.75,1.36,3.0,1.04,13.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.8,1.95,1.68,2.15,1.21,4.25,12.0,13.0,26.0,51.0,7.5,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,251.0
84f6hFoC,27/10/2023,08:00,UGANDA - PREMIER LEAGUE,Maroons,URA SC,ROUND 5,2.47,2.87,2.8,1.55,2.2,,,1.43,2.54,2.32,1.47,4.4,1.16,8.45,1.04,1.97,1.79,,,,,6.6,5.9,10.5,26.0,5.5,5.0,9.0,22.0,9.25,8.25,13.5,35.0,21.0,19.0,32.0,70.0,
xAwVBtIL,27/10/2023,08:00,BULGARIA - PARVA LIGA,Slavia Sofia,Krumovgrad,ROUND 15,1.91,3.4,4.5,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.2,1.62,1.88,1.98,1.22,4.15,7.0,9.5,21.0,51.0,5.5,6.5,15.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,251.0
hMX6ywA1,27/10/2023,09:00,THAILAND - THAI LEAGUE 1,Police Tero,Khonkaen Utd.,ROUND 9,1.75,3.8,4.0,1.33,3.05,1.04,8.5,1.21,3.95,1.65,2.15,2.5,1.47,4.2,1.19,1.62,2.15,1.72,2.05,,,8.5,14.0,24.0,60.0,8.75,7.5,13.0,35.0,9.5,8.25,13.5,35.0,15.0,12.5,21.0,50.0,350.0
h0Yakg9O,27/10/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Igman K.,Zeljeznicar,ROUND 12,2.75,3.1,2.47,1.45,2.37,1.05,8.1,1.35,2.7,2.02,1.62,3.35,1.23,7.8,1.05,1.78,1.82,,,,,8.25,7.4,11.75,27.0,8.0,6.0,9.5,22.0,13.5,10.25,14.5,35.0,32.0,25.0,35.0,75.0,600.0
jRlivczM,27/10/2023,09:00,IRAQ - SUPER LEAGUE,Karbala,Al Wasat,ROUND 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPjQMk57,27/10/2023,09:00,INDONESIA - LIGA 1,Barito Putera,Persikabo 1973,ROUND 17,1.53,4.1,5.2,1.29,3.28,12.0,1.01,1.2,3.65,1.6,2.07,2.4,1.44,3.7,1.19,1.7,1.93,,,,,13.5,16.0,32.0,100.0,8.0,8.25,16.5,50.0,8.0,8.0,15.5,45.0,11.25,11.5,22.0,65.0,450.0
