Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
tbnBWw6j,06/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Celaya,Venados,CLAUSURA ,1.47,4.05,6.4,1.39,2.77,1.05,7.7,1.27,3.45,1.8,1.95,2.87,1.37,4.9,1.14,1.93,1.78,1.6,2.27,,,7.7,15.5,40.0,150.0,6.7,7.9,20.0,75.0,6.8,8.0,18.5,70.0,10.0,12.0,27.0,90.0,800.0
8b9lxSxi,06/03/2024,05:00,INDONESIA - LIGA 1,Madura United,Persita,ROUND 28,1.65,3.85,4.4,1.3,3.22,12.5,1.01,1.2,3.6,1.62,2.02,2.45,1.42,3.7,1.19,1.62,2.02,,,,,13.0,14.0,27.0,70.0,8.25,7.6,14.5,40.0,8.75,8.0,14.0,40.0,13.5,12.5,22.0,55.0,400.0
KUQt75bo,06/03/2024,07:00,INDIA - I-LEAGUE,Rajasthan United,Namdhari,ROUND 12,2.37,3.4,2.65,1.25,3.5,1.01,14.3,1.19,3.7,1.47,2.35,2.07,1.6,3.2,1.25,1.38,2.57,1.85,1.85,,,16.0,13.0,17.0,32.0,14.0,7.4,10.0,19.5,17.0,9.5,10.25,21.0,30.0,16.5,18.0,29.0,150.0
jq0WYJnP,06/03/2024,07:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Samtredia,Kolkheti 1913,ROUND 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bkL6CH0l,06/03/2024,08:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Alashkert,ROUND 24,5.0,3.65,1.57,1.4,2.42,1.03,8.5,1.3,3.08,1.93,1.7,3.42,1.25,6.55,1.06,1.98,1.79,,,,,9.0,5.2,5.8,9.0,10.0,6.3,7.1,11.25,22.0,14.0,15.5,25.0,70.0,45.0,50.0,75.0,500.0
jNv4UFJp,06/03/2024,09:00,INDONESIA - LIGA 1,Arema FC,FC Bhayangkara,ROUND 28,2.15,3.45,2.95,1.28,3.34,1.02,12.7,1.19,3.75,1.57,2.1,2.35,1.47,3.75,1.19,1.5,2.27,,,,,13.5,12.5,18.5,37.0,10.25,7.1,10.5,22.0,12.5,8.75,11.5,25.0,22.0,15.5,21.0,40.0,250.0
nVmp7udr,06/03/2024,09:00,HONG KONG - PREMIER LEAGUE,Eastern AA,North District,ROUND 4,1.57,4.2,4.55,1.23,3.7,1.01,14.4,1.13,5.0,1.47,2.32,2.15,1.55,3.35,1.23,1.55,2.15,,,,,17.0,17.5,30.0,75.0,9.75,8.5,15.0,37.0,9.25,8.25,14.0,35.0,13.0,11.25,19.0,45.0,300.0
2Lp96HlN,06/03/2024,10:00,NORTH MACEDONIA - 1. MFL,Voska Sport,KF Gostivar,ROUND 22,2.57,3.25,2.55,1.44,2.42,1.03,9.0,1.33,2.77,1.98,1.65,3.25,1.25,7.5,1.06,1.78,1.83,,,,,9.0,7.8,12.0,28.0,7.9,6.2,9.75,22.0,12.5,9.75,15.0,35.0,28.0,22.0,35.0,75.0,600.0
46llBuzh,06/03/2024,10:00,NORTH MACEDONIA - 1. MFL,Vardar,Rabotnicki,ROUND 22,2.12,3.25,3.25,1.45,2.37,1.05,8.0,1.36,2.67,2.05,1.62,3.4,1.23,8.0,1.05,1.85,1.75,,,,,8.25,8.75,16.0,45.0,6.6,6.3,11.75,30.0,9.5,9.0,16.0,40.0,19.5,18.5,32.0,90.0,800.0
fes18wKA,06/03/2024,10:00,NORTH MACEDONIA - 1. MFL,Tikves,Sileks,ROUND 22,2.18,3.25,3.1,1.45,2.37,1.05,8.0,1.36,2.67,2.05,1.62,3.4,1.23,8.0,1.05,1.83,1.78,,,,,8.5,8.5,15.0,40.0,6.8,6.3,11.25,29.0,9.75,9.25,16.0,40.0,21.0,19.5,35.0,80.0,800.0
OYTBNVt4,06/03/2024,10:00,SERBIA - PRVA LIGA,Graficar Beograd,Tekstilac Odzaci,ROUND 23,1.55,3.3,6.2,1.44,2.32,1.03,9.0,1.31,3.04,1.93,1.7,3.34,1.26,7.5,1.05,2.05,1.73,,,,,8.0,11.5,30.0,110.0,5.0,5.8,16.0,60.0,5.8,6.7,14.0,55.0,9.25,10.75,22.0,70.0,500.0
AVP7OBRc,06/03/2024,10:00,SERBIA - PRVA LIGA,OFK Beograd,FK Indjija,ROUND 23,1.62,3.2,5.7,1.47,2.2,1.05,8.0,1.37,2.75,2.12,1.57,3.96,1.19,8.0,1.05,2.07,1.72,,,,,7.2,10.25,27.0,90.0,4.6,5.6,15.0,55.0,5.7,6.9,15.0,55.0,9.75,12.0,26.0,75.0,101.0
