Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
4hHsSOrP,22/01/2024,15:00,ISRAEL - LIGAT HA'AL,Hapoel Tel Aviv,Beitar Jerusalem,ROUND 18,2.5,3.25,2.45,1.36,3.0,1.04,12.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,2.6,1.48,1.53,2.43,12.0,9.5,13.0,26.0,9.5,6.5,10.0,19.0,13.0,10.0,13.0,26.0,26.0,21.0,29.0,41.0,151.0
CnYtvIn0,22/01/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Dordrecht,ROUND 22,2.25,3.8,2.9,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63,2.2,1.65,1.4,2.85,19.0,15.0,19.0,29.0,12.0,7.5,11.0,21.0,13.0,9.5,11.0,23.0,21.0,15.0,21.0,34.0,101.0
AJZJYMAK,22/01/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Roda,Eindhoven FC,ROUND 21,1.67,3.8,5.25,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.8,1.91,1.68,2.15,1.19,4.5,12.0,15.0,26.0,51.0,7.5,7.5,17.0,41.0,8.0,8.5,15.0,41.0,13.0,13.0,23.0,51.0,251.0
McuUtK2s,22/01/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Venlo,Den Haag,ROUND 22,2.8,3.4,2.45,1.33,3.25,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.57,2.25,2.6,1.48,1.53,2.43,13.0,11.0,13.0,23.0,11.0,6.5,10.0,19.0,15.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
U3GjT0Ys,22/01/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Groningen,ROUND 21,4.5,4.0,1.73,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.53,2.38,4.1,1.23,2.1,1.7,17.0,10.0,10.0,15.0,17.0,8.0,8.5,12.0,26.0,15.0,13.0,19.0,41.0,29.0,29.0,41.0,126.0
6iCmHZNk,22/01/2024,16:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Jong PSV,ROUND 20,1.5,4.5,6.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.62,2.2,1.5,2.5,1.14,5.75,17.0,21.0,34.0,51.0,9.5,9.0,19.0,41.0,9.0,8.5,15.0,41.0,12.0,11.0,21.0,41.0,151.0
E3zOiKRc,22/01/2024,16:30,SPAIN - LALIGA2,Leganes,Burgos CF,ROUND 23,2.0,3.25,4.0,1.57,2.25,1.1,7.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.03,1.83,1.25,3.8,6.5,8.5,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,21.0,51.0,17.0,21.0,41.0,81.0,1250.0
d20Di5I7,22/01/2024,16:45,ENGLAND - PREMIER LEAGUE,Brighton,Wolves,ROUND 21,1.62,4.0,5.25,1.29,3.5,1.03,15.0,1.2,4.5,1.62,2.25,2.5,1.53,4.5,1.2,1.62,2.2,1.63,2.25,1.19,4.5,15.0,19.0,34.0,51.0,10.0,8.5,17.0,41.0,10.0,9.0,15.0,41.0,15.0,13.0,23.0,41.0,201.0
f7q4JPyk,22/01/2024,16:45,ITALY - SERIE C,Benevento,Casertana,GROUP C ,1.75,3.5,4.55,1.47,2.55,1.08,6.7,1.36,2.87,2.07,1.7,3.55,1.25,6.2,1.09,1.98,1.75,1.72,2.05,,,6.7,11.0,25.0,80.0,6.0,6.7,15.0,50.0,7.4,8.5,17.5,60.0,13.0,15.0,32.0,100.0,900.0
KElikXjK,22/01/2024,17:00,ENGLAND - CHAMPIONSHIP,Leicester,Ipswich,ROUND 28,1.85,3.6,4.2,1.33,3.25,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,1.67,2.1,1.87,2.03,1.23,4.0,12.0,13.0,21.0,41.0,8.0,7.0,13.0,34.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,151.0
f3kpLEOF,22/01/2024,17:00,SPAIN - LALIGA,Granada CF,Atl. Madrid,ROUND 21,4.75,3.8,1.73,1.33,3.25,1.04,12.0,1.25,4.0,1.75,2.05,3.0,1.4,5.5,1.14,1.75,2.0,4.5,1.19,2.15,1.68,12.0,8.0,8.5,13.0,15.0,7.5,8.5,13.0,26.0,15.0,15.0,23.0,51.0,41.0,41.0,41.0,201.0
WER8lXja,22/01/2024,19:00,JAMAICA - PREMIER LEAGUE,Tivoli,Cavalier,ROUND 15,3.3,3.1,2.15,1.44,2.42,1.04,8.6,1.32,2.85,1.93,1.7,3.15,1.26,7.1,1.06,1.72,1.88,,,,,8.75,7.2,10.25,21.0,9.5,6.1,8.75,17.5,17.5,11.5,14.0,28.0,45.0,30.0,37.0,65.0,500.0
jHsAnBLB,22/01/2024,19:00,JAMAICA - PREMIER LEAGUE,Arnett Gardens,Molynes,ROUND 15,1.55,3.85,5.4,1.34,2.99,1.01,11.0,1.24,3.25,1.78,1.93,2.67,1.36,5.4,1.12,1.78,1.83,,,,,11.0,14.5,32.0,110.0,7.1,7.5,17.5,60.0,7.5,8.0,16.5,55.0,11.25,12.0,25.0,75.0,600.0
tOuXGj2C,22/01/2024,20:10,COLOMBIA - PRIMERA A,La Equidad,Envigado,APERTURA ,1.75,3.75,4.5,1.5,2.5,1.08,8.0,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,2.1,1.67,1.73,2.08,1.2,4.4,8.0,10.0,23.0,51.0,5.5,7.0,15.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,67.0,201.0
U7tEoVzI,22/01/2024,21:30,JAMAICA - PREMIER LEAGUE,Montego Bay,Waterhouse,ROUND 15,2.87,3.25,2.3,1.45,2.37,1.04,8.4,1.37,2.65,2.07,1.6,3.45,1.22,7.9,1.05,1.85,1.75,,,,,8.25,7.0,10.5,23.0,7.9,6.3,9.5,21.0,13.5,10.75,16.0,35.0,35.0,27.0,40.0,90.0,800.0
rDViQfuQ,22/01/2024,22:20,COLOMBIA - PRIMERA A,Dep. Pasto,Santa Fe,APERTURA ,2.3,3.1,3.1,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.35,1.58,1.38,3.0,7.0,7.5,13.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,1250.0
