Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
MZvdWFst,15/09/2023,04:00,FIJI - PREMIER LEAGUE,Nadi,Tavua,ROUND 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2sUagTvg,15/09/2023,05:00,INDONESIA - LIGA 1,PSM Makassar,Barito Putera,ROUND 12,1.75,3.75,4.0,1.34,2.99,1.01,10.0,1.24,3.3,1.75,1.93,2.67,1.36,5.3,1.11,1.7,1.93,1.72,2.0,,,11.0,13.0,21.0,56.0,6.5,6.5,12.0,29.0,7.5,7.0,12.0,36.0,12.0,11.0,17.0,51.0,67.0
0WdflkAO,15/09/2023,07:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Sagan Tosu,ROUND 27,1.44,5.0,6.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.5,2.5,1.45,2.68,1.15,5.5,26.0,26.0,41.0,51.0,12.0,11.0,19.0,41.0,11.0,8.5,13.0,34.0,13.0,11.0,17.0,34.0,101.0
8CMmTvk2,15/09/2023,07:00,JAPAN - J2 LEAGUE,Kofu,Verdy,ROUND 35,3.5,3.25,2.2,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,3.3,1.33,1.68,2.15,9.0,7.5,10.0,21.0,10.0,6.0,9.5,19.0,17.0,12.0,13.0,29.0,34.0,29.0,34.0,51.0,251.0
MubjkVfI,15/09/2023,07:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,FC Tokyo,ROUND 27,1.95,3.6,3.8,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,1.93,1.93,1.26,3.7,12.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
lnjxDYnP,15/09/2023,07:30,JAPAN - J1 LEAGUE,Urawa Reds,Kyoto,ROUND 27,1.67,3.6,5.75,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,2.0,1.75,1.65,2.2,1.15,5.5,9.0,13.0,26.0,51.0,6.0,7.0,17.0,41.0,7.5,8.5,17.0,51.0,12.0,15.0,29.0,51.0,401.0
KEfe3wbP,15/09/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Changchun Yatai,ROUND 25,1.29,6.0,9.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.67,2.1,1.3,3.45,,,23.0,29.0,41.0,101.0,12.0,12.0,23.0,51.0,8.5,9.5,17.0,41.0,9.5,10.0,21.0,41.0,151.0
jcoRcHLn,15/09/2023,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Cangzhou,ROUND 25,1.44,5.25,5.75,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.62,2.2,1.45,2.68,1.15,5.5,21.0,21.0,34.0,67.0,11.0,10.0,17.0,41.0,9.0,9.0,15.0,34.0,11.0,11.0,21.0,41.0,151.0
I9GCvfLO,15/09/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Qingdao Hainiu,ROUND 25,1.25,5.75,11.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,2.0,1.75,1.25,3.8,,,15.0,26.0,51.0,151.0,7.5,11.0,29.0,81.0,6.5,9.0,23.0,67.0,7.5,11.0,26.0,67.0,401.0
46C8uz6I,15/09/2023,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Zhejiang Professional,ROUND 25,1.91,3.6,3.75,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,2.63,1.44,4.5,1.18,1.57,2.25,1.98,1.88,1.3,3.45,15.0,13.0,21.0,41.0,9.5,7.5,13.0,26.0,11.0,8.5,12.0,29.0,17.0,15.0,21.0,41.0,126.0
