Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
nP2BDRm2,02/11/2023,00:00,MEXICO - LIGA MX,Club Tijuana,U.A.N.L.- Tigres,APERTURA ,3.4,3.2,2.25,1.36,3.0,1.05,11.0,1.22,4.0,1.83,2.03,2.75,1.4,5.5,1.14,1.67,2.1,3.1,1.35,1.63,2.25,11.0,9.0,12.0,21.0,12.0,6.0,9.0,17.0,17.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,151.0
SMnAFmJk,02/11/2023,00:00,MEXICO - LIGA MX,Mazatlan FC,Santos Laguna,APERTURA ,3.0,3.3,2.45,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.25,1.57,4.0,1.22,1.44,2.63,2.85,1.4,1.58,2.35,15.0,12.0,15.0,23.0,15.0,6.5,10.0,17.0,19.0,11.0,10.0,21.0,29.0,21.0,23.0,29.0,81.0
8Y37E7Ye,02/11/2023,00:00,MEXICO - LIGA MX,Atl. San Luis,Club America,APERTURA ,5.0,3.8,1.7,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.25,1.57,4.0,1.22,1.57,2.25,4.4,1.2,2.1,1.7,17.0,10.0,10.0,15.0,19.0,7.5,8.5,12.0,26.0,15.0,12.0,19.0,51.0,34.0,34.0,34.0,126.0
xYmT7XUH,02/11/2023,05:00,MONGOLIA - PREMIER LEAGUE,FC Ulaanbaatar,Khaan Khuns-Erchim,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E2IB7CC,02/11/2023,05:00,INDONESIA - LIGA 1,Arema FC,Dewa United,ROUND 18,2.77,3.2,2.4,1.39,2.55,1.01,9.3,1.27,3.1,1.83,1.85,2.82,1.32,5.8,1.09,1.62,2.02,,,,,10.0,8.5,12.5,26.0,9.5,6.2,9.25,19.5,15.0,10.0,12.5,27.0,35.0,23.0,28.0,50.0,350.0
fegev9D8,02/11/2023,05:30,INDIA - I-LEAGUE,Delhi FC,Rajasthan United,ROUND 2,2.05,3.55,3.1,1.38,2.9,1.02,9.2,1.26,3.2,1.8,1.88,2.77,1.33,5.85,1.08,1.65,1.98,,,,,11.25,10.25,16.5,40.0,8.0,6.9,11.25,26.0,10.25,8.75,14.0,32.0,18.5,16.0,26.0,60.0,450.0
GnXHmgCC,02/11/2023,07:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Van,ROUND 15,1.11,6.8,16.5,1.18,4.33,1.01,20.0,1.07,6.35,1.31,3.04,1.78,1.82,2.79,1.36,2.32,1.58,,,,,20.0,45.0,150.0,600.0,8.5,14.0,50.0,200.0,5.7,9.5,28.0,120.0,5.5,9.25,27.0,110.0,500.0
IV7qf6OS,02/11/2023,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Aluminium Arak,Zob Ahan,ROUND 9,2.87,2.65,2.82,1.8,1.95,1.18,4.3,1.78,1.95,3.25,1.3,6.1,1.09,9.75,1.03,2.5,1.47,2.32,1.57,,,4.3,5.6,11.75,35.0,5.5,5.7,12.0,37.0,12.0,12.5,24.0,70.0,37.0,40.0,80.0,200.0,201.0
lEbFlpnj,02/11/2023,09:00,IRAN - PERSIAN GULF PRO LEAGUE,Tractor,Nassaji Mazandaran,ROUND 9,1.7,3.4,5.1,1.57,2.32,1.1,5.8,1.47,2.5,2.4,1.5,4.35,1.18,7.5,1.06,2.32,1.55,1.7,2.12,,,5.8,10.0,26.0,100.0,5.0,6.8,18.5,70.0,6.5,9.0,23.0,90.0,12.5,17.0,45.0,175.0,201.0
StFWd8vA,02/11/2023,09:00,IRAN - PERSIAN GULF PRO LEAGUE,Shams Azar Qazvin,Esteghlal F.C.,ROUND 9,4.6,3.25,1.8,1.53,2.4,1.09,6.1,1.42,2.65,2.27,1.6,3.9,1.21,6.8,1.07,2.05,1.7,,,1.98,1.78,6.1,5.7,7.5,14.5,9.75,6.4,8.5,16.0,24.0,16.0,18.5,35.0,80.0,55.0,70.0,110.0,1000.0
29YnRnCa,02/11/2023,09:00,INDONESIA - LIGA 1,FC Bhayangkara,PSIS Semarang,ROUND 18,3.6,3.6,1.87,1.31,3.15,1.01,11.6,1.21,3.5,1.65,2.0,2.5,1.4,4.7,1.14,1.6,2.07,,,1.87,1.83,13.0,8.5,9.75,16.5,13.0,7.2,8.25,14.0,22.0,12.0,13.0,22.0,55.0,29.0,32.0,50.0,300.0
ABg8YUJP,02/11/2023,09:00,INDONESIA - LIGA 1,Borneo,Persik Kediri,ROUND 18,1.45,4.4,5.7,1.29,3.25,1.02,12.0,1.16,4.5,1.55,2.15,2.27,1.5,3.65,1.2,1.7,1.91,,,,,15.0,18.5,37.0,110.0,8.25,8.75,18.5,55.0,7.7,8.25,16.5,50.0,10.25,11.0,22.0,65.0,450.0
tt7G0O3p,02/11/2023,09:45,UNITED ARAB EMIRATES - UAE LEAGUE,Al Jazira,Al Sharjah,ROUND 7,2.45,3.75,2.47,1.29,3.25,1.03,9.25,1.17,4.45,1.53,2.35,2.27,1.57,3.7,1.24,1.47,2.5,2.15,1.65,,,9.25,12.5,15.5,28.0,12.0,7.7,9.75,17.5,15.0,9.5,11.5,21.0,27.0,17.5,21.0,37.0,200.0
